from	to
Thysanoessa macrura	Gymnodraco acuticeps
Euphausia superba	Gymnodraco acuticeps
Djerboa furcipes	Gymnodraco acuticeps
Rhachotropis antarctica	Gymnodraco acuticeps
Themisto gaudichaudii	Gymnodraco acuticeps
Primno macropa	Gymnodraco acuticeps
Rhincalanus gigas	Gymnodraco acuticeps
Calanus propinquus	Gymnodraco acuticeps
Calanoides acutus	Gymnodraco acuticeps
Metridia gerlachei	Gymnodraco acuticeps
Paraeuchaeta antarctica	Gymnodraco acuticeps
Conchoecia hettacra	Gymnodraco acuticeps
Alacia hettacra	Gymnodraco acuticeps
Alacia belgicae	Gymnodraco acuticeps
Metaconchoecia isocheira	Gymnodraco acuticeps
Boroecia antipoda	Gymnodraco acuticeps
Conchoecia antipoda	Gymnodraco acuticeps
Pelagobia longicirrata	Gymnodraco acuticeps
Clione limacina	Gymnodraco acuticeps
Clione antarctica	Gymnodraco acuticeps
Clio pyramidata	Gymnodraco acuticeps
Limacina helicina antarctica	Gymnodraco acuticeps
Eukrohnia hamata	Gymnodraco acuticeps
Pseudosagitta gazellae	Gymnodraco acuticeps
Sagitta marri	Gymnodraco acuticeps
Pseudosagitta maxima	Gymnodraco acuticeps
Salpa thompsoni	Gymnodraco acuticeps
Salpa gerlachei	Gymnodraco acuticeps
Ihlea racovitzai	Gymnodraco acuticeps
Pleuragramma antarcticum	Gymnodraco acuticeps
Electrona antarctica	Gymnodraco acuticeps
Bathylagus antarcticus	Gymnodraco acuticeps
Notolepis coatsi	Gymnodraco acuticeps
Protomyctophum bolini	Gymnodraco acuticeps
Euphausia crystallorophias	Prionodraco evansii
Euphausia frigida	Prionodraco evansii
Thysanoessa macrura	Prionodraco evansii
Euphausia superba	Prionodraco evansii
Rhincalanus gigas	Prionodraco evansii
Calanus propinquus	Prionodraco evansii
Calanoides acutus	Prionodraco evansii
Metridia gerlachei	Prionodraco evansii
Paraeuchaeta antarctica	Prionodraco evansii
Eucopia australis	Prionodraco evansii
Euchaetomera antarcticus	Prionodraco evansii
Antarctomysis maxima	Prionodraco evansii
Conchoecia hettacra	Prionodraco evansii
Alacia hettacra	Prionodraco evansii
Alacia belgicae	Prionodraco evansii
Metaconchoecia isocheira	Prionodraco evansii
Boroecia antipoda	Prionodraco evansii
Conchoecia antipoda	Prionodraco evansii
Eudorella splendida	Prionodraco evansii
Vaunthompsonia indermis	Prionodraco evansii
Camylaspis maculata	Prionodraco evansii
Diastylis mawsoni	Prionodraco evansii
Ekleptostylis debroyeri	Prionodraco evansii
Pelagobia longicirrata	Prionodraco evansii
Clione limacina	Prionodraco evansii
Clione antarctica	Prionodraco evansii
Clio pyramidata	Prionodraco evansii
Limacina helicina antarctica	Prionodraco evansii
Eukrohnia hamata	Prionodraco evansii
Pseudosagitta gazellae	Prionodraco evansii
Sagitta marri	Prionodraco evansii
Pseudosagitta maxima	Prionodraco evansii
Salpa thompsoni	Prionodraco evansii
Salpa gerlachei	Prionodraco evansii
Ihlea racovitzai	Prionodraco evansii
Electrona antarctica	Prionodraco evansii
Euphausia crystallorophias	Racovitzia glacialis
Euphausia frigida	Racovitzia glacialis
Thysanoessa macrura	Racovitzia glacialis
Euphausia superba	Racovitzia glacialis
Rhincalanus gigas	Racovitzia glacialis
Calanus propinquus	Racovitzia glacialis
Calanoides acutus	Racovitzia glacialis
Metridia gerlachei	Racovitzia glacialis
Paraeuchaeta antarctica	Racovitzia glacialis
Conchoecia hettacra	Racovitzia glacialis
Alacia hettacra	Racovitzia glacialis
Alacia belgicae	Racovitzia glacialis
Metaconchoecia isocheira	Racovitzia glacialis
Boroecia antipoda	Racovitzia glacialis
Conchoecia antipoda	Racovitzia glacialis
Pelagobia longicirrata	Racovitzia glacialis
Clione limacina	Racovitzia glacialis
Clione antarctica	Racovitzia glacialis
Clio pyramidata	Racovitzia glacialis
Limacina helicina antarctica	Racovitzia glacialis
Eukrohnia hamata	Racovitzia glacialis
Pseudosagitta gazellae	Racovitzia glacialis
Sagitta marri	Racovitzia glacialis
Pseudosagitta maxima	Racovitzia glacialis
Salpa thompsoni	Racovitzia glacialis
Salpa gerlachei	Racovitzia glacialis
Ihlea racovitzai	Racovitzia glacialis
Electrona antarctica	Racovitzia glacialis
Euphausia crystallorophias	Chaenodraco wilsoni
Euphausia frigida	Chaenodraco wilsoni
Thysanoessa macrura	Chaenodraco wilsoni
Euphausia superba	Chaenodraco wilsoni
Eucopia australis	Chaenodraco wilsoni
Euchaetomera antarcticus	Chaenodraco wilsoni
Antarctomysis maxima	Chaenodraco wilsoni
Euphausia crystallorophias	Chionodraco hamatus
Euphausia frigida	Chionodraco hamatus
Thysanoessa macrura	Chionodraco hamatus
Euphausia superba	Chionodraco hamatus
Rhincalanus gigas	Chionodraco hamatus
Calanus propinquus	Chionodraco hamatus
Calanoides acutus	Chionodraco hamatus
Metridia gerlachei	Chionodraco hamatus
Paraeuchaeta antarctica	Chionodraco hamatus
Pleuragramma antarcticum	Chionodraco hamatus
Electrona antarctica	Chionodraco hamatus
Bathylagus antarcticus	Chionodraco hamatus
Notolepis coatsi	Chionodraco hamatus
Gymnoscopelus braueri	Chionodraco hamatus
Gymnoscopelus opisthopterus	Chionodraco hamatus
Gymnoscopelus nicholsi	Chionodraco hamatus
Protomyctophum bolini	Chionodraco hamatus
Euphausia crystallorophias	Chionodraco myersi
Euphausia frigida	Chionodraco myersi
Thysanoessa macrura	Chionodraco myersi
Euphausia superba	Chionodraco myersi
Pleuragramma antarcticum	Chionodraco myersi
Electrona antarctica	Chionodraco myersi
Bathylagus antarcticus	Chionodraco myersi
Notolepis coatsi	Chionodraco myersi
Gymnoscopelus braueri	Chionodraco myersi
Gymnoscopelus opisthopterus	Chionodraco myersi
Gymnoscopelus nicholsi	Chionodraco myersi
Protomyctophum bolini	Chionodraco myersi
Euphausia crystallorophias	Cryodraco antarcticus
Euphausia frigida	Cryodraco antarcticus
Thysanoessa macrura	Cryodraco antarcticus
Euphausia superba	Cryodraco antarcticus
Pleuragramma antarcticum	Cryodraco antarcticus
Artedidraco orianae	Dacodraco hunteri
Artedidraco loennbergi	Dacodraco hunteri
Artedidraco skottsbergi	Dacodraco hunteri
Dolloidraco longedorsalis	Dacodraco hunteri
Pogonophryne marmorata	Dacodraco hunteri
Pogonophryne phyllopogon	Dacodraco hunteri
Pogonophryne permitini	Dacodraco hunteri
Pogonophryne scotti	Dacodraco hunteri
Pogonophryne barsukovi	Dacodraco hunteri
Cygnodraco mawsoni	Dacodraco hunteri
Gerlachea australis	Dacodraco hunteri
Gymnodraco acuticeps	Dacodraco hunteri
Prionodraco evansii	Dacodraco hunteri
Racovitzia glacialis	Dacodraco hunteri
Chaenodraco wilsoni	Dacodraco hunteri
Chionodraco hamatus	Dacodraco hunteri
Chionodraco myersi	Dacodraco hunteri
Cryodraco antarcticus	Dacodraco hunteri
Dacodraco hunteri	Dacodraco hunteri
Pagetopsis maculatus	Dacodraco hunteri
Aethotaxis mitopteryx	Dacodraco hunteri
Dissostichus mawsoni	Dacodraco hunteri
Trematomus eulepidotus	Dacodraco hunteri
Trematomus lepidorhinus	Dacodraco hunteri
Trematomus loennbergii	Dacodraco hunteri
Trematomus nicolai	Dacodraco hunteri
Trematomus pennellii	Dacodraco hunteri
Trematomus scotti	Dacodraco hunteri
Notothenia marmorata	Dacodraco hunteri
Notothenia coriiceps	Dacodraco hunteri
Trematomus bernacchii	Dacodraco hunteri
Trematomus hansoni	Dacodraco hunteri
Macrourus holotrachys	Dacodraco hunteri
Macrourus whitsoni	Dacodraco hunteri
Harpagifer antarcticus	Dacodraco hunteri
Pagetopsis macropterus	Dacodraco hunteri
Muraenolepis marmoratus	Dacodraco hunteri
Muraenolepis microps	Dacodraco hunteri
Pachycara brachycephalum	Dacodraco hunteri
Champsocephalus gunnari	Dacodraco hunteri
Euphausia crystallorophias	Pagetopsis maculatus
Euphausia frigida	Pagetopsis maculatus
Thysanoessa macrura	Pagetopsis maculatus
Euphausia superba	Pagetopsis maculatus
Pleuragramma antarcticum	Pagetopsis maculatus
Electrona antarctica	Pagetopsis maculatus
Bathylagus antarcticus	Pagetopsis maculatus
Notolepis coatsi	Pagetopsis maculatus
Gymnoscopelus braueri	Pagetopsis maculatus
Gymnoscopelus opisthopterus	Pagetopsis maculatus
Gymnoscopelus nicholsi	Pagetopsis maculatus
Protomyctophum bolini	Pagetopsis maculatus
Ampelisca richardsoni	Aethotaxis mitopteryx
Abyssorchomene rossi	Aethotaxis mitopteryx
Abyssorchomene plebs	Aethotaxis mitopteryx
Abyssorchomene nodimanus	Aethotaxis mitopteryx
Eusirus antarcticus	Aethotaxis mitopteryx
Eusirus perdentatus	Aethotaxis mitopteryx
Alexandrella mixta	Aethotaxis mitopteryx
Tryphosella murrayi	Aethotaxis mitopteryx
Waldeckia obesa	Aethotaxis mitopteryx
Parschisturella ceruviata	Aethotaxis mitopteryx
Paramoera walkeri	Aethotaxis mitopteryx
Epimeriella walkeri	Aethotaxis mitopteryx
Cyllopus lucasii	Aethotaxis mitopteryx
Hyperiella dilatata	Aethotaxis mitopteryx
Vibilia antarctica	Aethotaxis mitopteryx
Vibilia stebbingi	Aethotaxis mitopteryx
Hyperia macrocephala	Aethotaxis mitopteryx
Epimeria similis	Aethotaxis mitopteryx
Epimeria robusta	Aethotaxis mitopteryx
Epimeria macrodonta	Aethotaxis mitopteryx
Epimeria rubrieques	Aethotaxis mitopteryx
Epimeria georgiana	Aethotaxis mitopteryx
Melphidippa antarctica	Aethotaxis mitopteryx
Oediceroides emarginatus	Aethotaxis mitopteryx
Oediceroides calmani	Aethotaxis mitopteryx
Maxilliphimedia longipes	Aethotaxis mitopteryx
Gnathiphimedia mandibularis	Aethotaxis mitopteryx
Echiniphimedia hodgsoni	Aethotaxis mitopteryx
Iphimediella  cyclogena	Aethotaxis mitopteryx
Paraceradocus gibber	Aethotaxis mitopteryx
Liljeborgia georgiana	Aethotaxis mitopteryx
Momoculodes scabriculosus	Aethotaxis mitopteryx
Uristes gigas	Aethotaxis mitopteryx
Eurythenes gryllus	Aethotaxis mitopteryx
Bathypanoploea schellenbergi	Aethotaxis mitopteryx
Pseudorchomene coatsi	Aethotaxis mitopteryx
Heterophoxus videns	Aethotaxis mitopteryx
Haplocheira plumosa	Aethotaxis mitopteryx
Oradarea edentata	Aethotaxis mitopteryx
Djerboa furcipes	Aethotaxis mitopteryx
Rhachotropis antarctica	Aethotaxis mitopteryx
Themisto gaudichaudii	Aethotaxis mitopteryx
Primno macropa	Aethotaxis mitopteryx
Rhincalanus gigas	Aethotaxis mitopteryx
Calanus propinquus	Aethotaxis mitopteryx
Calanoides acutus	Aethotaxis mitopteryx
Metridia gerlachei	Aethotaxis mitopteryx
Paraeuchaeta antarctica	Aethotaxis mitopteryx
Eucopia australis	Aethotaxis mitopteryx
Euchaetomera antarcticus	Aethotaxis mitopteryx
Antarctomysis maxima	Aethotaxis mitopteryx
Ceratoserolis meridionalis	Aethotaxis mitopteryx
Frontoserolis bouvieri	Aethotaxis mitopteryx
Natatolana obtusata	Aethotaxis mitopteryx
Natatolana oculata	Aethotaxis mitopteryx
Natatolana meridionalis	Aethotaxis mitopteryx
Munna globicauda	Aethotaxis mitopteryx
Serolella bouveri	Aethotaxis mitopteryx
Serolis polita	Aethotaxis mitopteryx
Gnathia calva	Aethotaxis mitopteryx
Glyptonotus antarcticus	Aethotaxis mitopteryx
Austrosignum grande	Aethotaxis mitopteryx
Aega antarctica	Aethotaxis mitopteryx
Arcturidae	Aethotaxis mitopteryx
Eudorella splendida	Aethotaxis mitopteryx
Vaunthompsonia indermis	Aethotaxis mitopteryx
Camylaspis maculata	Aethotaxis mitopteryx
Diastylis mawsoni	Aethotaxis mitopteryx
Ekleptostylis debroyeri	Aethotaxis mitopteryx
Laetmonice producta	Aethotaxis mitopteryx
Harmothoe spinosa	Aethotaxis mitopteryx
Harmothoe crosetensis	Aethotaxis mitopteryx
Harmotoe hartmanae	Aethotaxis mitopteryx
Polyeunoa laevis	Aethotaxis mitopteryx
Barrukia cristata	Aethotaxis mitopteryx
Eulagisca gigantea	Aethotaxis mitopteryx
Eunoe spica	Aethotaxis mitopteryx
Eunoe hartmanae	Aethotaxis mitopteryx
Eunoe spica spicoides	Aethotaxis mitopteryx
Vanadis antarctica	Aethotaxis mitopteryx
Pista spinifera	Aethotaxis mitopteryx
Phyllocomus crocea	Aethotaxis mitopteryx
Terebella ehlersi	Aethotaxis mitopteryx
Eucranta mollis	Aethotaxis mitopteryx
Ampelisca richardsoni	Dissostichus mawsoni
Abyssorchomene rossi	Dissostichus mawsoni
Abyssorchomene plebs	Dissostichus mawsoni
Abyssorchomene nodimanus	Dissostichus mawsoni
Eusirus antarcticus	Dissostichus mawsoni
Eusirus perdentatus	Dissostichus mawsoni
Alexandrella mixta	Dissostichus mawsoni
Tryphosella murrayi	Dissostichus mawsoni
Waldeckia obesa	Dissostichus mawsoni
Parschisturella ceruviata	Dissostichus mawsoni
Paramoera walkeri	Dissostichus mawsoni
Epimeriella walkeri	Dissostichus mawsoni
Cyllopus lucasii	Dissostichus mawsoni
Hyperiella dilatata	Dissostichus mawsoni
Vibilia antarctica	Dissostichus mawsoni
Vibilia stebbingi	Dissostichus mawsoni
Hyperia macrocephala	Dissostichus mawsoni
Epimeria similis	Dissostichus mawsoni
Epimeria robusta	Dissostichus mawsoni
Epimeria macrodonta	Dissostichus mawsoni
Epimeria rubrieques	Dissostichus mawsoni
Epimeria georgiana	Dissostichus mawsoni
Melphidippa antarctica	Dissostichus mawsoni
Oediceroides emarginatus	Dissostichus mawsoni
Oediceroides calmani	Dissostichus mawsoni
Maxilliphimedia longipes	Dissostichus mawsoni
Gnathiphimedia mandibularis	Dissostichus mawsoni
Echiniphimedia hodgsoni	Dissostichus mawsoni
Iphimediella  cyclogena	Dissostichus mawsoni
Paraceradocus gibber	Dissostichus mawsoni
Liljeborgia georgiana	Dissostichus mawsoni
Momoculodes scabriculosus	Dissostichus mawsoni
Uristes gigas	Dissostichus mawsoni
Eurythenes gryllus	Dissostichus mawsoni
Bathypanoploea schellenbergi	Dissostichus mawsoni
Pseudorchomene coatsi	Dissostichus mawsoni
Heterophoxus videns	Dissostichus mawsoni
Haplocheira plumosa	Dissostichus mawsoni
Oradarea edentata	Dissostichus mawsoni
Djerboa furcipes	Dissostichus mawsoni
Rhachotropis antarctica	Dissostichus mawsoni
Themisto gaudichaudii	Dissostichus mawsoni
Primno macropa	Dissostichus mawsoni
Pareledone charcoti	Dissostichus mawsoni
Pareledone antarctica	Dissostichus mawsoni
Galiteuthis glacialis	Dissostichus mawsoni
Kondakovia longimana	Dissostichus mawsoni
Gonatus antarcticus	Dissostichus mawsoni
Martialia hyadesi	Dissostichus mawsoni
Dissostichus mawsoni	Dissostichus mawsoni
Pleuragramma antarcticum	Dissostichus mawsoni
Macrourus whitsoni	Dissostichus mawsoni
Harpagifer antarcticus	Dissostichus mawsoni
Bathylagus antarcticus	Dissostichus mawsoni
Notolepis coatsi	Dissostichus mawsoni
Euphausia crystallorophias	Trematomus eulepidotus
Euphausia frigida	Trematomus eulepidotus
Thysanoessa macrura	Trematomus eulepidotus
Euphausia superba	Trematomus eulepidotus
Cyllopus lucasii	Trematomus eulepidotus
Epimeria robusta	Trematomus eulepidotus
Rhincalanus gigas	Trematomus eulepidotus
Calanus propinquus	Trematomus eulepidotus
Calanoides acutus	Trematomus eulepidotus
Metridia gerlachei	Trematomus eulepidotus
Paraeuchaeta antarctica	Trematomus eulepidotus
Eucopia australis	Trematomus eulepidotus
Euchaetomera antarcticus	Trematomus eulepidotus
Antarctomysis maxima	Trematomus eulepidotus
Ceratoserolis meridionalis	Trematomus eulepidotus
Frontoserolis bouvieri	Trematomus eulepidotus
Natatolana obtusata	Trematomus eulepidotus
Natatolana oculata	Trematomus eulepidotus
Natatolana meridionalis	Trematomus eulepidotus
Munna globicauda	Trematomus eulepidotus
Serolella bouveri	Trematomus eulepidotus
Serolis polita	Trematomus eulepidotus
Gnathia calva	Trematomus eulepidotus
Glyptonotus antarcticus	Trematomus eulepidotus
Austrosignum grande	Trematomus eulepidotus
Aega antarctica	Trematomus eulepidotus
Arcturidae	Trematomus eulepidotus
Conchoecia hettacra	Trematomus eulepidotus
Alacia hettacra	Trematomus eulepidotus
Alacia belgicae	Trematomus eulepidotus
Metaconchoecia isocheira	Trematomus eulepidotus
Boroecia antipoda	Trematomus eulepidotus
Conchoecia antipoda	Trematomus eulepidotus
Pelagobia longicirrata	Trematomus eulepidotus
Clione limacina	Trematomus eulepidotus
Clione antarctica	Trematomus eulepidotus
Clio pyramidata	Trematomus eulepidotus
Limacina helicina antarctica	Trematomus eulepidotus
Eukrohnia hamata	Trematomus eulepidotus
Pseudosagitta gazellae	Trematomus eulepidotus
Sagitta marri	Trematomus eulepidotus
Pseudosagitta maxima	Trematomus eulepidotus
Salpa thompsoni	Trematomus eulepidotus
Salpa gerlachei	Trematomus eulepidotus
Ihlea racovitzai	Trematomus eulepidotus
Electrona antarctica	Trematomus eulepidotus
Euphausia crystallorophias	Trematomus lepidorhinus
Euphausia frigida	Trematomus lepidorhinus
Thysanoessa macrura	Trematomus lepidorhinus
Euphausia superba	Trematomus lepidorhinus
Cyllopus lucasii	Trematomus lepidorhinus
Epimeria robusta	Trematomus lepidorhinus
Notocrangon antarcticus	Trematomus lepidorhinus
Chorismus antarcticus	Trematomus lepidorhinus
Nematocarcinus lanceopes	Trematomus lepidorhinus
Rhincalanus gigas	Trematomus lepidorhinus
Calanus propinquus	Trematomus lepidorhinus
Calanoides acutus	Trematomus lepidorhinus
Metridia gerlachei	Trematomus lepidorhinus
Paraeuchaeta antarctica	Trematomus lepidorhinus
Eucopia australis	Trematomus lepidorhinus
Euchaetomera antarcticus	Trematomus lepidorhinus
Antarctomysis maxima	Trematomus lepidorhinus
Ceratoserolis meridionalis	Trematomus lepidorhinus
Frontoserolis bouvieri	Trematomus lepidorhinus
Natatolana obtusata	Trematomus lepidorhinus
Natatolana oculata	Trematomus lepidorhinus
Natatolana meridionalis	Trematomus lepidorhinus
Munna globicauda	Trematomus lepidorhinus
Serolella bouveri	Trematomus lepidorhinus
Serolis polita	Trematomus lepidorhinus
Gnathia calva	Trematomus lepidorhinus
Glyptonotus antarcticus	Trematomus lepidorhinus
Austrosignum grande	Trematomus lepidorhinus
Aega antarctica	Trematomus lepidorhinus
Arcturidae	Trematomus lepidorhinus
Conchoecia hettacra	Trematomus lepidorhinus
Alacia hettacra	Trematomus lepidorhinus
Alacia belgicae	Trematomus lepidorhinus
Metaconchoecia isocheira	Trematomus lepidorhinus
Boroecia antipoda	Trematomus lepidorhinus
Conchoecia antipoda	Trematomus lepidorhinus
Laetmonice producta	Trematomus lepidorhinus
Harmothoe spinosa	Trematomus lepidorhinus
Harmothoe crosetensis	Trematomus lepidorhinus
Harmotoe hartmanae	Trematomus lepidorhinus
Polyeunoa laevis	Trematomus lepidorhinus
Barrukia cristata	Trematomus lepidorhinus
Eulagisca gigantea	Trematomus lepidorhinus
Eunoe spica	Trematomus lepidorhinus
Eunoe hartmanae	Trematomus lepidorhinus
Eunoe spica spicoides	Trematomus lepidorhinus
Vanadis antarctica	Trematomus lepidorhinus
Pista spinifera	Trematomus lepidorhinus
Phyllocomus crocea	Trematomus lepidorhinus
Terebella ehlersi	Trematomus lepidorhinus
Eucranta mollis	Trematomus lepidorhinus
Notaeolidia gigas	Trematomus lepidorhinus
Austrodoris kerguelenensis	Trematomus lepidorhinus
Trophon longstaffi	Trematomus lepidorhinus
Tritonia antarctica	Trematomus lepidorhinus
Aegires albus	Trematomus lepidorhinus
Bathydoris clavigera	Trematomus lepidorhinus
Tritoniella belli	Trematomus lepidorhinus
Harpovoluta charcoti	Trematomus lepidorhinus
Puncturella conica	Trematomus lepidorhinus
Neobuccinum eatoni	Trematomus lepidorhinus
Marseniopsis mollis	Trematomus lepidorhinus
Marseniopsis conica	Trematomus lepidorhinus
Parmaphorella mawsoni	Trematomus lepidorhinus
Amauropsis rossiana	Trematomus lepidorhinus
Newnesia antarctica	Trematomus lepidorhinus
Falsimargarita gemma	Trematomus lepidorhinus
Marginella ealesa	Trematomus lepidorhinus
Pontiothauma ergata	Trematomus lepidorhinus
Probuccinum tenuistriatum	Trematomus lepidorhinus
Laternula elliptica	Trematomus lepidorhinus
Euphausia crystallorophias	Trematomus loennbergii
Euphausia frigida	Trematomus loennbergii
Thysanoessa macrura	Trematomus loennbergii
Euphausia superba	Trematomus loennbergii
Cyllopus lucasii	Trematomus loennbergii
Epimeria robusta	Trematomus loennbergii
Eucopia australis	Trematomus loennbergii
Euchaetomera antarcticus	Trematomus loennbergii
Antarctomysis maxima	Trematomus loennbergii
Eudorella splendida	Trematomus loennbergii
Vaunthompsonia indermis	Trematomus loennbergii
Camylaspis maculata	Trematomus loennbergii
Diastylis mawsoni	Trematomus loennbergii
Ekleptostylis debroyeri	Trematomus loennbergii
Laetmonice producta	Trematomus loennbergii
Harmothoe spinosa	Trematomus loennbergii
Harmothoe crosetensis	Trematomus loennbergii
Harmotoe hartmanae	Trematomus loennbergii
Polyeunoa laevis	Trematomus loennbergii
Barrukia cristata	Trematomus loennbergii
Eulagisca gigantea	Trematomus loennbergii
Eunoe spica	Trematomus loennbergii
Eunoe hartmanae	Trematomus loennbergii
Eunoe spica spicoides	Trematomus loennbergii
Vanadis antarctica	Trematomus loennbergii
Pista spinifera	Trematomus loennbergii
Phyllocomus crocea	Trematomus loennbergii
Terebella ehlersi	Trematomus loennbergii
Eucranta mollis	Trematomus loennbergii
Notaeolidia gigas	Trematomus loennbergii
Austrodoris kerguelenensis	Trematomus loennbergii
Trophon longstaffi	Trematomus loennbergii
Tritonia antarctica	Trematomus loennbergii
Aegires albus	Trematomus loennbergii
Bathydoris clavigera	Trematomus loennbergii
Tritoniella belli	Trematomus loennbergii
Harpovoluta charcoti	Trematomus loennbergii
Puncturella conica	Trematomus loennbergii
Neobuccinum eatoni	Trematomus loennbergii
Marseniopsis mollis	Trematomus loennbergii
Marseniopsis conica	Trematomus loennbergii
Parmaphorella mawsoni	Trematomus loennbergii
Amauropsis rossiana	Trematomus loennbergii
Newnesia antarctica	Trematomus loennbergii
Falsimargarita gemma	Trematomus loennbergii
Marginella ealesa	Trematomus loennbergii
Pontiothauma ergata	Trematomus loennbergii
Probuccinum tenuistriatum	Trematomus loennbergii
Clione limacina	Trematomus loennbergii
Clione antarctica	Trematomus loennbergii
Clio pyramidata	Trematomus loennbergii
Limacina helicina antarctica	Trematomus loennbergii
Flustra angusta	Trematomus loennbergii
Camptoplites tricornis	Trematomus loennbergii
Nematoflustra flagellata	Trematomus loennbergii
Austroflustra vulgaris	Trematomus loennbergii
Melicerita obliqua	Trematomus loennbergii
Systenopora contracta	Trematomus loennbergii
Flustra antarctica	Trematomus loennbergii
Fasciculiporoides ramosa	Trematomus loennbergii
Reteporella hippocrepis	Trematomus loennbergii
Lageneschara lyrulata	Trematomus loennbergii
Isoschizoporella tricuspis	Trematomus loennbergii
Caulastraea curvata	Trematomus loennbergii
Chondriovelum adeliense	Trematomus loennbergii
Bostrychopora dentata	Trematomus loennbergii
Eukrohnia hamata	Trematomus loennbergii
Salpa thompsoni	Trematomus loennbergii
Artedidraco orianae	Trematomus loennbergii
Artedidraco loennbergi	Trematomus loennbergii
Artedidraco skottsbergi	Trematomus loennbergii
Dolloidraco longedorsalis	Trematomus loennbergii
Pogonophryne marmorata	Trematomus loennbergii
Pogonophryne phyllopogon	Trematomus loennbergii
Pogonophryne permitini	Trematomus loennbergii
Pogonophryne scotti	Trematomus loennbergii
Pogonophryne barsukovi	Trematomus loennbergii
Cygnodraco mawsoni	Trematomus loennbergii
Gerlachea australis	Trematomus loennbergii
Gymnodraco acuticeps	Trematomus loennbergii
Prionodraco evansii	Trematomus loennbergii
Racovitzia glacialis	Trematomus loennbergii
Chaenodraco wilsoni	Trematomus loennbergii
Chionodraco hamatus	Trematomus loennbergii
Chionodraco myersi	Trematomus loennbergii
Cryodraco antarcticus	Trematomus loennbergii
Dacodraco hunteri	Trematomus loennbergii
Pagetopsis maculatus	Trematomus loennbergii
Aethotaxis mitopteryx	Trematomus loennbergii
Dissostichus mawsoni	Trematomus loennbergii
Trematomus eulepidotus	Trematomus loennbergii
Trematomus lepidorhinus	Trematomus loennbergii
Trematomus loennbergii	Trematomus loennbergii
Trematomus nicolai	Trematomus loennbergii
Trematomus pennellii	Trematomus loennbergii
Trematomus scotti	Trematomus loennbergii
Notothenia marmorata	Trematomus loennbergii
Notothenia coriiceps	Trematomus loennbergii
Trematomus bernacchii	Trematomus loennbergii
Trematomus hansoni	Trematomus loennbergii
Macrourus holotrachys	Trematomus loennbergii
Macrourus whitsoni	Trematomus loennbergii
Harpagifer antarcticus	Trematomus loennbergii
Pagetopsis macropterus	Trematomus loennbergii
Muraenolepis marmoratus	Trematomus loennbergii
Muraenolepis microps	Trematomus loennbergii
Pachycara brachycephalum	Trematomus loennbergii
Champsocephalus gunnari	Trematomus loennbergii
Euphausia crystallorophias	Trematomus nicolai
Euphausia superba	Trematomus nicolai
Ampelisca richardsoni	Trematomus nicolai
Abyssorchomene rossi	Trematomus nicolai
Abyssorchomene plebs	Trematomus nicolai
Abyssorchomene nodimanus	Trematomus nicolai
Eusirus antarcticus	Trematomus nicolai
Eusirus perdentatus	Trematomus nicolai
Alexandrella mixta	Trematomus nicolai
Tryphosella murrayi	Trematomus nicolai
Waldeckia obesa	Trematomus nicolai
Parschisturella ceruviata	Trematomus nicolai
Paramoera walkeri	Trematomus nicolai
Epimeriella walkeri	Trematomus nicolai
Cyllopus lucasii	Trematomus nicolai
Hyperiella dilatata	Trematomus nicolai
Vibilia antarctica	Trematomus nicolai
Vibilia stebbingi	Trematomus nicolai
Hyperia macrocephala	Trematomus nicolai
Epimeria similis	Trematomus nicolai
Epimeria robusta	Trematomus nicolai
Epimeria macrodonta	Trematomus nicolai
Epimeria rubrieques	Trematomus nicolai
Epimeria georgiana	Trematomus nicolai
Melphidippa antarctica	Trematomus nicolai
Oediceroides emarginatus	Trematomus nicolai
Oediceroides calmani	Trematomus nicolai
Maxilliphimedia longipes	Trematomus nicolai
Gnathiphimedia mandibularis	Trematomus nicolai
Echiniphimedia hodgsoni	Trematomus nicolai
Iphimediella  cyclogena	Trematomus nicolai
Paraceradocus gibber	Trematomus nicolai
Liljeborgia georgiana	Trematomus nicolai
Momoculodes scabriculosus	Trematomus nicolai
Uristes gigas	Trematomus nicolai
Eurythenes gryllus	Trematomus nicolai
Bathypanoploea schellenbergi	Trematomus nicolai
Pseudorchomene coatsi	Trematomus nicolai
Heterophoxus videns	Trematomus nicolai
Haplocheira plumosa	Trematomus nicolai
Oradarea edentata	Trematomus nicolai
Djerboa furcipes	Trematomus nicolai
Rhachotropis antarctica	Trematomus nicolai
Themisto gaudichaudii	Trematomus nicolai
Primno macropa	Trematomus nicolai
Rhincalanus gigas	Trematomus nicolai
Calanus propinquus	Trematomus nicolai
Calanoides acutus	Trematomus nicolai
Metridia gerlachei	Trematomus nicolai
Paraeuchaeta antarctica	Trematomus nicolai
Eucopia australis	Trematomus nicolai
Euchaetomera antarcticus	Trematomus nicolai
Antarctomysis maxima	Trematomus nicolai
Ceratoserolis meridionalis	Trematomus nicolai
Frontoserolis bouvieri	Trematomus nicolai
Natatolana obtusata	Trematomus nicolai
Natatolana oculata	Trematomus nicolai
Natatolana meridionalis	Trematomus nicolai
Munna globicauda	Trematomus nicolai
Serolella bouveri	Trematomus nicolai
Serolis polita	Trematomus nicolai
Gnathia calva	Trematomus nicolai
Glyptonotus antarcticus	Trematomus nicolai
Austrosignum grande	Trematomus nicolai
Aega antarctica	Trematomus nicolai
